# Picco 1, Picco2, Segnale combinato
8.522620095671310310e+02,3.590797590281878229e+02,8.522620095671310310e+02
1.162731330972140313e+03,1.256993377728543464e+03,1.162731330972140313e+03
nan,5.886803065849047698e+02,nan
nan,nan,nan
1.401274316612683606e+02,7.002752772119927158e+02,1.401274316612683606e+02
nan,1.334632057747139697e+02,nan
1.302611288799880640e+01,1.264467314041118243e+03,1.302611288799880640e+01
7.413846429534971776e+02,1.314392788710514196e+03,7.413846429534971776e+02
5.312200267304494901e+02,1.235911346120876260e+03,5.312200267304494901e+02
nan,1.290255292902611018e+03,nan
7.687574814875080165e+02,nan,7.687574814875080165e+02
nan,5.715415448788633057e+02,nan
1.804908823034180614e+02,8.721506790416422064e+02,1.804908823034180614e+02
nan,6.201814088878353459e+02,nan
nan,nan,nan
3.356714152406137828e+02,nan,3.356714152406137828e+02
5.237837497833655789e+02,nan,5.237837497833655789e+02
5.418298373541123283e+02,1.217549022123865143e+03,5.418298373541123283e+02
1.149872112516277411e+01,9.017242022568500488e+02,1.149872112516277411e+01
nan,7.333686354412493529e+02,nan
5.383094232455732708e+00,nan,5.383094232455732708e+00
nan,nan,nan
nan,8.282681674140349060e+01,nan
nan,1.216644131750869974e+03,nan
2.968420867281870414e+02,nan,2.968420867281870414e+02
nan,7.649223072191023221e+02,nan
8.573904933171695575e+02,4.643773077941073097e+02,8.573904933171695575e+02
nan,1.127796925178829497e+02,nan
9.715171404728607740e+00,3.059008256900824563e+00,9.715171404728607740e+00
nan,1.264764205527414560e+03,nan
nan,1.171040206615974057e+03,nan
1.076164690978031786e+03,1.222788530555205853e+03,1.076164690978031786e+03
nan,1.267164748503035753e+03,nan
1.087453786531882315e+03,1.255833846235195779e+02,1.087453786531882315e+03
nan,3.480855813441837654e+02,nan
nan,nan,nan
1.313733758849424476e+02,nan,1.313733758849424476e+02
1.067056681309815303e+03,nan,1.067056681309815303e+03
nan,1.184228850526237693e+03,nan
2.188571983656967177e+02,1.584840861533198222e+02,2.188571983656967177e+02
nan,1.111359983825277823e+03,nan
9.543021538712469010e+02,nan,9.543021538712469010e+02
1.359106293573685207e+02,1.240378895618129263e+03,1.359106293573685207e+02
1.000301183070279876e+03,nan,1.000301183070279876e+03
